timestamp,dhtTemp,dhthum,LDR value,rainValue,aqi value,bmpTemp,pressure,altitude,rainStatusNum,weather_condition,AQI_Category
2024-11-04T12:58:09-05:00,23.5,68,765,750,419,30.76,1008.40369,30.02214,Light Rain,Rainy,Hazardous
2024-11-04T12:59:11-05:00,21,67,709,785,403,30.77,1008.39502,30.09425,Light Rain,Rainy,Hazardous
2024-11-04T13:00:13-05:00,21.4,65,752,801,402,30.79,1008.367,30.32874,Light Rain,Rainy,Hazardous
2024-11-04T13:01:15-05:00,20.6,64,760,813,401,30.81,1008.34564,30.50726,Light Rain,Rainy,Hazardous
2024-11-04T13:02:16-05:00,20.2,63,770,833,408,30.91,1008.34924,30.477,Light Rain,Rainy,Hazardous
2024-11-04T13:03:45-05:00,18.2,59,718,852,399,31,1008.34985,30.47196,Light Rain,Rainy,Hazardous
2024-11-04T13:04:46-05:00,18.6,58,726,868,355,31.02,1008.32843,30.65099,Light Rain,Rainy,Hazardous
2024-11-04T13:05:48-05:00,19.4,86,739,871,406,31.08,1008.26202,31.20624,Light Rain,Rainy,Hazardous
2024-11-04T13:06:50-05:00,19.8,87,728,453,400,31.11,1008.27045,31.13614,Moderate Rain,Hazy,Hazardous
2024-11-04T13:07:52-05:00,20.3,88,759,694,404,31.07,1008.23248,31.45337,Light Rain,Rainy,Hazardous
2024-11-04T13:08:53-05:00,18.3,85,766,756,405,31.04,1008.23279,31.45085,Light Rain,Rainy,Hazardous
2024-11-04T13:09:56-05:00,21.8,89,764,830,416,31.01,1008.22162,31.54415,Light Rain,Rainy,Hazardous
2024-11-04T13:10:57-05:00,22.2,38,775,856,372,30.99,1008.21075,31.63494,Light Rain,Rainy,Hazardous
2024-11-04T13:11:59-05:00,22.7,37,782,874,362,30.95,1008.18701,31.83365,Light Rain,Rainy,Hazardous
2024-11-04T13:13:01-05:00,26.2,45,769,880,364,30.93,1008.16656,32.00463,Light Rain,Rainy,Hazardous
2024-11-04T13:14:03-05:00,22.3,53,768,895,378,30.93,1008.14709,32.16755,Light Rain,Rainy,Hazardous
2024-11-04T13:15:05-05:00,21.1,62,776,898,351,30.91,1008.12872,32.32088,Light Rain,Rainy,Hazardous
2024-11-04T13:16:07-05:00,21.9,60,742,885,353,30.94,1008.11938,32.39906,Light Rain,Rainy,Hazardous
2024-11-04T13:17:09-05:00,22.8,57,717,907,360,30.99,1008.10596,32.51154,No Rain,Rainy,Hazardous
2024-11-04T13:18:10-05:00,24.6,56,714,924,371,31.03,1008.06525,32.85151,No Rain,Rainy,Hazardous
2024-11-04T13:19:12-05:00,25.8,93,741,932,352,31.05,1008.04498,33.021,No Rain,Rainy,Hazardous
2024-11-04T13:20:14-05:00,23.3,91,698,945,361,31.06,1008.02704,33.17131,No Rain,Rainy,Hazardous
2024-11-04T13:21:16-05:00,24,52,751,952,356,31.06,1008.0094,33.31861,No Rain,Rainy,Hazardous
2024-11-04T13:22:18-05:00,19,46,1024,960,363,31.04,1007.96381,33.69997,No Rain,Rainy,Hazardous
2024-11-04T13:23:20-05:00,18.8,41,0,473,359,31.02,1007.93976,33.90125,Moderate Rain,Cloudy,Hazardous
2024-11-04T13:24:21-05:00,33.8,51,5,476,358,30.96,1007.90393,34.2009,Moderate Rain,Cloudy,Hazardous
2024-11-04T13:25:23-05:00,33.2,49,4,597,374,30.93,1007.8764,34.43095,Moderate Rain,Rainy,Hazardous
2024-11-04T13:26:25-05:00,28.5,48,10,773,367,30.94,1007.86133,34.55707,Light Rain,Rainy,Hazardous
2024-11-04T13:27:27-05:00,19.5,50,6,740,350,30.92,1007.84265,34.71347,Light Rain,Rainy,Hazardous
2024-11-04T13:28:29-05:00,27.6,47,45,832,375,30.99,1007.82935,34.82446,Light Rain,Rainy,Hazardous
2024-11-04T13:29:30-05:00,28,48,748,882,365,30.92,1007.80951,34.99044,Light Rain,Rainy,Hazardous
2024-11-04T13:30:32-05:00,27.1,61,793,896,346,30.93,1007.76477,35.3648,Light Rain,Rainy,Hazardous
2024-11-04T13:31:34-05:00,26.7,54,738,913,385,30.92,1007.74341,35.54341,No Rain,Rainy,Hazardous
2024-11-04T13:32:36-05:00,28.4,55,745,914,389,30.91,1007.70685,35.84917,No Rain,Rainy,Hazardous
2024-11-04T13:33:37-05:00,29.4,56,792,921,391,30.91,1007.6864,36.02021,No Rain,Rainy,Hazardous
2024-11-04T13:34:39-05:00,29.6,57,735,926,329,30.97,1007.6933,35.96269,No Rain,Rainy,Hazardous
2024-11-04T13:35:41-05:00,26.4,82,798,940,332,30.98,1007.65845,36.25383,No Rain,Rainy,Hazardous
2024-11-04T13:36:43-05:00,27.7,76,794,951,326,31.03,1007.64081,36.40167,No Rain,Rainy,Hazardous
2024-11-04T13:37:44-05:00,33.3,73,762,963,340,31.06,1007.59717,36.76649,No Rain,Rainy,Hazardous
2024-11-04T13:38:46-05:00,32.8,72,797,805,343,31.05,1007.56409,37.04353,Light Rain,Rainy,Hazardous
2024-11-04T13:39:48-05:00,33.8,71,799,948,349,31.05,1007.54749,37.1823,No Rain,Rainy,Hazardous
2024-11-04T13:40:49-05:00,32.3,68,725,968,390,31.03,1007.52576,37.36396,No Rain,Rainy,Hazardous
2024-11-04T13:41:51-05:00,31.8,69,757,975,394,31.02,1007.53674,37.27212,No Rain,Rainy,Hazardous
2024-11-04T13:42:53-05:00,31.9,70,756,987,380,31.07,1007.52075,37.40585,No Rain,Rainy,Hazardous
2024-11-04T13:43:55-05:00,34.2,71,796,997,395,31.06,1007.4986,37.59155,No Rain,Rainy,Hazardous
2024-11-04T13:44:57-05:00,33.9,72,761,1004,334,31.05,1007.47931,37.75253,No Rain,Rainy,Hazardous
2024-11-04T13:45:59-05:00,35.2,73,788,1013,335,31.04,1007.46173,37.89989,No Rain,Rainy,Hazardous
2024-11-04T13:47:00-05:00,35.6,61,801,1022,336,31.02,1007.42578,38.20068,No Rain,Rainy,Hazardous
2024-11-04T13:48:03-05:00,34.7,58,780,1024,347,31.05,1007.39526,38.45604,No Rain,Rainy,Hazardous
2024-11-04T13:49:05-05:00,38.5,54,774,682,369,31.04,1007.39642,38.44595,Light Rain,Rainy,Hazardous
2024-11-04T13:50:07-05:00,38.6,60,841,867,376,31.05,1007.37622,38.61502,Light Rain,Rainy,Hazardous
2024-11-04T13:51:08-05:00,39,63,835,879,370,31.04,1007.35864,38.76239,Light Rain,Rainy,Hazardous
2024-11-04T13:52:10-05:00,39.2,65,837,897,368,31.03,1007.31189,39.15354,Light Rain,Rainy,Hazardous
2024-11-04T13:53:12-05:00,39.5,63,842,942,379,31.04,1007.26593,39.53814,No Rain,Rainy,Hazardous
2024-11-04T13:54:14-05:00,28.7,64,840,451,388,31.04,1007.23273,39.81575,Moderate Rain,Hazy,Hazardous
2024-11-04T13:55:16-05:00,35.5,62,860,941,382,31.04,1007.22015,39.92125,No Rain,Rainy,Hazardous
2024-11-04T13:56:18-05:00,35.4,63,869,262,430,31.04,1007.19843,40.10296,Heavy Rain,Hazy,Hazardous
2024-11-04T13:57:20-05:00,34,62,831,807,424,31.05,1007.18237,40.23723,Light Rain,Rainy,Hazardous
2024-11-04T13:58:21-05:00,32.6,64,826,825,418,31.05,1007.1358,40.62692,Light Rain,Rainy,Hazardous
2024-11-04T13:59:23-05:00,31.4,65,847,843,426,31.09,1007.12061,40.75413,Light Rain,Rainy,Hazardous
2024-11-04T14:00:26-05:00,30.1,66,737,949,427,31.09,1007.11725,40.78239,No Rain,Rainy,Hazardous
2024-11-04T14:01:29-05:00,29.7,67,787,956,410,31.1,1007.07928,41.09992,No Rain,Rainy,Hazardous
2024-11-04T14:02:33-05:00,30.3,68,838,972,330,31.15,1007.05725,41.28418,No Rain,Rainy,Hazardous
2024-11-04T14:04:01-05:00,30.6,69,836,988,392,31.16,1007.01111,41.67037,No Rain,Rainy,Hazardous
2024-11-04T14:05:02-05:00,32.7,70,866,1003,422,31.13,1007.01208,41.66229,No Rain,Rainy,Hazardous
2024-11-04T14:06:05-05:00,31.07,73.7,833,1009,421,31.14,1006.96295,42.07375,No Rain,Rainy,Hazardous
2024-11-04T14:07:07-05:00,31.04,67.61,825,1014,383,31.14,1006.92584,42.38424,No Rain,Rainy,Hazardous
2024-11-04T14:08:08-05:00,31.01,68.08,834,1017,431,31.15,1006.76154,43.75961,No Rain,Rainy,Hazardous
2024-11-04T14:09:10-05:00,30.99,67.17,855,1018,446,31.39,1006.73767,43.95907,No Rain,Rainy,Hazardous
2024-11-04T14:10:12-05:00,30.95,62.98,848,1021,428,31.34,1006.70349,44.24538,No Rain,Rainy,Hazardous
2024-11-04T14:11:14-05:00,30.93,62.64,861,1020,387,31.31,1006.69562,44.31153,No Rain,Rainy,Hazardous
2024-11-04T14:12:15-05:00,30.94,59.2,857,905,377,31.24,1006.65967,44.6125,No Rain,Rainy,Hazardous
2024-11-04T14:13:17-05:00,31.03,60.31,829,810,429,31.23,1006.64056,44.77207,Light Rain,Rainy,Hazardous
2024-11-04T14:14:19-05:00,31.05,68.99,845,550,437,31.14,1010.32983,13.93152,Moderate Rain,Rainy,Hazardous
2024-11-04T14:15:20-05:00,31.06,65.34,846,558,433,30.82,1010.35876,13.69035,Moderate Rain,Rainy,Hazardous
2024-11-04T14:16:22-05:00,30.96,61.83,823,569,434,30.73,1010.35846,13.69287,Moderate Rain,Rainy,Hazardous
2024-11-04T14:17:24-05:00,30.92,66,859,625,436,30.69,1010.38031,13.51061,Light Rain,Rainy,Hazardous
2024-11-04T14:18:25-05:00,30.97,65.74,805,624,435,30.69,1010.39227,13.41041,Light Rain,Rainy,Hazardous
2024-11-04T14:19:27-05:00,30.98,61.97,813,622,438,30.69,1010.38794,13.44666,Light Rain,Rainy,Hazardous
2024-11-04T14:20:29-05:00,31.09,59.85,749,627,444,30.7,1010.38721,13.45271,Light Rain,Rainy,Hazardous
2024-11-04T14:21:31-05:00,31.1,65.81,722,640,432,30.71,1010.37872,13.5237,Light Rain,Rainy,Hazardous
2024-11-04T14:22:32-05:00,31.15,69.58,711,657,303,30.7,1010.35687,13.70596,Light Rain,Rainy,Hazardous
2024-11-04T14:23:34-05:00,31.16,75.61,786,689,331,30.71,1010.3689,13.60576,Light Rain,Rainy,Hazardous
2024-11-04T14:25:44-05:00,31.13,75.79,730,519,291,30.74,1010.3855,13.46731,Moderate Rain,Rainy,Very Unhealthy
2024-11-04T14:26:48-05:00,31.14,73.93,865,582,255,30.74,1010.39612,13.3787,Moderate Rain,Rainy,Very Unhealthy
2024-11-04T14:27:50-05:00,31.39,74.3,843,741,233,30.77,1010.37036,13.59368,Light Rain,Rainy,Very Unhealthy
2024-11-04T14:28:52-05:00,31.34,57.27,868,748,440,30.77,1010.36639,13.62641,Light Rain,Rainy,Hazardous
2024-11-04T14:29:54-05:00,31.31,46.36,862,774,338,30.77,1010.35205,13.74624,Light Rain,Rainy,Hazardous
2024-11-04T14:30:56-05:00,31.24,48.12,849,806,339,30.77,1010.34467,13.80817,Light Rain,Rainy,Hazardous
2024-11-04T14:31:59-05:00,31.23,47.86,864,841,325,30.79,1010.82892,9.76692,Light Rain,Rainy,Hazardous
2024-11-04T14:33:01-05:00,30.82,54.38,850,853,465,31.74,1010.81,9.92445,Light Rain,Rainy,Hazardous
2024-11-04T14:34:03-05:00,30.69,51.18,858,861,307,31.74,1010.823,9.81624,Light Rain,Rainy,Hazardous
2024-11-04T14:35:05-05:00,30.7,56.29,824,878,283,31.73,1010.83954,9.67784,Light Rain,Rainy,Very Unhealthy
2024-11-04T14:36:07-05:00,31.74,62.94,822,883,289,31.71,1010.85919,9.51427,Light Rain,Rainy,Very Unhealthy
2024-11-04T14:37:09-05:00,31.73,51.84,821,886,232,31.72,1010.87463,9.38543,Light Rain,Rainy,Very Unhealthy
2024-11-04T14:38:10-05:00,31.71,69.23,814,892,250,31.72,1010.88336,9.31245,Light Rain,Rainy,Very Unhealthy
2024-11-04T14:39:12-05:00,31.72,73.69,723,901,279,31.74,1010.89954,9.17758,No Rain,Rainy,Very Unhealthy
2024-11-04T14:40:14-05:00,31.75,60.43,816,936,269,31.75,1010.91205,9.0729,No Rain,Rainy,Very Unhealthy
2024-11-05T12:24:33-05:00,31.76,56.58,820,943,294,31.76,1010.9339,8.89072,No Rain,Rainy,Very Unhealthy
2024-11-05T12:25:35-05:00,31.77,83.72,706,944,267,31.77,1010.9342,8.8882,No Rain,Rainy,Very Unhealthy
2024-11-05T12:26:37-05:00,31.79,89.92,828,916,276,31.79,1010.95032,8.75383,No Rain,Rainy,Very Unhealthy
2024-11-05T12:27:39-05:00,31.81,84.21,818,955,263,31.81,1010.96906,8.59732,No Rain,Rainy,Very Unhealthy
2024-11-05T12:28:41-05:00,31.82,81.81,811,962,262,31.82,1010.97516,8.5465,No Rain,Rainy,Very Unhealthy
2024-11-05T12:29:42-05:00,31.84,69.92,810,966,272,31.84,1010.96997,8.58978,No Rain,Rainy,Very Unhealthy
2024-11-05T12:30:45-05:00,31.87,52.24,853,973,235,31.87,1010.96124,8.66275,No Rain,Rainy,Very Unhealthy
2024-11-05T12:31:47-05:00,31.9,56.26,727,976,253,31.87,1010.96857,8.60135,No Rain,Rainy,Very Unhealthy
2024-11-05T12:32:49-05:00,31.92,54.94,734,980,268,31.9,1010.96234,8.65369,No Rain,Rainy,Very Unhealthy
2024-11-05T12:33:50-05:00,31.93,52.22,740,978,381,31.92,1010.96167,8.65922,No Rain,Rainy,Hazardous
2024-11-05T12:34:52-05:00,31.95,64.82,733,981,398,31.93,1010.97797,8.52335,No Rain,Rainy,Hazardous
2024-11-05T12:35:53-05:00,31.97,69.39,712,985,460,31.93,1010.98608,8.45541,No Rain,Rainy,Hazardous
2024-11-05T12:36:55-05:00,31.98,63.57,773,993,393,31.95,1011.01642,8.20229,No Rain,Rainy,Hazardous
2024-11-05T12:37:57-05:00,32,77.15,716,996,327,31.97,1011.03406,8.05535,No Rain,Rainy,Hazardous
2024-11-05T12:38:59-05:00,32.02,67.14,789,1002,344,31.98,1011.03467,8.05032,No Rain,Rainy,Hazardous
2024-11-05T12:40:01-05:00,32.03,69.91,800,1005,386,32,1011.0415,7.99295,No Rain,Rainy,Hazardous
2024-11-05T12:41:03-05:00,32.06,66.33,674,1008,477,32.02,1011.05719,7.86212,No Rain,Rainy,Hazardous
2024-11-05T12:42:04-05:00,32.05,63.61,680,1012,337,32.03,1011.05487,7.88174,No Rain,Rainy,Hazardous
2024-11-05T12:43:06-05:00,32.07,72.03,668,1016,306,32.03,1011.02905,8.09712,No Rain,Rainy,Hazardous
2024-11-05T12:44:08-05:00,32.08,74.93,746,1023,209,32.06,1011.03296,8.06441,No Rain,Rainy,Very Unhealthy
2024-11-05T12:45:09-05:00,32.09,73.55,807,708,174,32.05,1011.00842,8.26922,Light Rain,Rainy,Unhealthy
2024-11-05T12:46:11-05:00,32.12,76.15,812,709,178,32.05,1011.0094,8.26066,Light Rain,Rainy,Unhealthy
2024-11-05T12:47:13-05:00,32.1,73.11,744,710,173,32.06,1010.9906,8.41767,Light Rain,Rainy,Unhealthy
2024-11-05T12:48:15-05:00,32.04,74.87,806,701,476,32.07,1010.97974,8.50825,Light Rain,Rainy,Hazardous
2024-11-05T12:49:17-05:00,32.01,76.2,713,749,56,32.08,1010.9903,8.42019,Light Rain,Rainy,Moderate
2024-11-05T12:50:19-05:00,31.96,73.83,685,758,155,32.08,1010.98138,8.49466,Light Rain,Rainy,Unhealthy
2024-11-05T12:51:21-05:00,31.94,76.55,686,753,500,32.09,1010.99731,8.36181,Light Rain,Rainy,Hazardous
2024-11-05T12:52:22-05:00,31.91,64.99,675,762,161,32.12,1011.00537,8.29438,Light Rain,Rainy,Unhealthy
2024-11-05T12:53:24-05:00,31.44,74.36,736,696,453,32.1,1011.04669,7.94967,Light Rain,Rainy,Hazardous
2024-11-05T12:54:26-05:00,31.36,77.63,772,693,164,32.08,1011.03705,8.03019,Light Rain,Rainy,Unhealthy
2024-11-05T12:55:27-05:00,31.35,81.54,879,706,172,32.06,1011.04346,7.97685,Light Rain,Rainy,Unhealthy
2024-11-05T12:56:30-05:00,31.33,78.07,844,716,265,32.06,1011.0647,7.79972,Light Rain,Rainy,Very Unhealthy
2024-11-05T12:57:31-05:00,31.38,78.02,867,722,238,32.06,1011.06116,7.82891,Light Rain,Rainy,Very Unhealthy
2024-11-05T12:58:33-05:00,31.37,75.25,871,726,236,32.05,1011.04846,7.93508,Light Rain,Rainy,Very Unhealthy
2024-11-05T12:59:35-05:00,31.45,64.41,873,703,245,32.04,1011.04749,7.94313,Light Rain,Rainy,Very Unhealthy
2024-11-05T13:00:37-05:00,31.46,53.54,870,727,184,32.05,1011.03534,8.04428,Light Rain,Rainy,Unhealthy
2024-11-05T13:01:38-05:00,31.47,61.87,808,764,206,32.06,1011.04919,7.92904,Light Rain,Rainy,Very Unhealthy
2024-11-05T13:02:40-05:00,31.48,62.28,778,757,188,32.06,1011.04108,7.99647,Light Rain,Rainy,Unhealthy
2024-11-05T13:03:42-05:00,31.5,64.51,676,770,190,32.07,1011.03796,8.02264,Light Rain,Rainy,Unhealthy
2024-11-05T13:04:43-05:00,31.51,67.49,830,729,187,32.08,1011.01221,8.23751,Light Rain,Rainy,Unhealthy
2024-11-05T13:05:45-05:00,31.52,70.72,802,735,439,32.07,1011.0022,8.32105,Light Rain,Rainy,Hazardous
2024-11-05T13:06:47-05:00,31.54,64.16,852,715,464,32.07,1010.98718,8.44635,Light Rain,Rainy,Hazardous
2024-11-05T13:07:49-05:00,31.56,72.16,832,730,456,32.09,1010.9881,8.4388,Light Rain,Rainy,Hazardous
2024-11-05T13:08:50-05:00,31.57,74.93,856,759,320,32.09,1010.98132,8.49517,Light Rain,Rainy,Hazardous
2024-11-05T13:09:52-05:00,31.59,69.8,819,763,305,32.09,1010.99188,8.4071,Light Rain,Rainy,Hazardous
2024-11-05T13:10:54-05:00,31.61,73.2,783,765,300,32.09,1010.96765,8.6094,Light Rain,Rainy,Very Unhealthy
2024-11-05T13:11:56-05:00,31.63,74.73,781,776,317,32.09,1010.97339,8.56109,Light Rain,Rainy,Hazardous
2024-11-05T13:12:57-05:00,31.64,78.37,817,777,315,32.09,1010.97266,8.56763,Light Rain,Rainy,Hazardous
2024-11-05T13:13:59-05:00,31.65,74.08,881,709,310,32.08,1010.99408,8.38848,Light Rain,Rainy,Hazardous
2024-11-05T13:15:01-05:00,31.66,72.45,912,769,323,32.07,1011.01233,8.23651,Light Rain,Rainy,Hazardous
2024-11-05T13:16:03-05:00,31.67,69.72,876,728,282,32.06,1010.99469,8.38345,Light Rain,Rainy,Very Unhealthy
2024-11-05T13:17:04-05:00,31.68,71.36,785,746,485,32.06,1011.01141,8.24406,Light Rain,Rainy,Hazardous
2024-11-05T13:18:06-05:00,31.69,73.51,784,691,301,32.06,1011.05609,7.87117,Light Rain,Rainy,Hazardous
2024-11-05T13:19:08-05:00,31.78,72.96,771,720,292,32.05,1011.05658,7.86715,Light Rain,Rainy,Very Unhealthy
2024-11-05T13:20:10-05:00,31.8,72.96,854,761,443,32.04,1011.07422,7.72021,Light Rain,Rainy,Hazardous
2024-11-05T13:21:11-05:00,31.83,71.85,880,751,457,32.05,1011.09595,7.53906,Light Rain,Rainy,Hazardous
2024-11-05T13:22:13-05:00,31.85,66.67,877,692,447,32.04,1011.11047,7.4178,Light Rain,Rainy,Hazardous
2024-11-05T13:23:15-05:00,30.56,69.16,895,754,481,32.04,1011.12811,7.27036,Light Rain,Rainy,Hazardous
2024-11-05T13:24:17-05:00,30.58,71.89,885,755,150,32.04,1011.13141,7.24319,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-05T13:25:18-05:00,30.63,72.82,886,41,442,32.02,1011.15161,7.07463,Heavy Rain,Hazy,Hazardous
2024-11-05T13:26:20-05:00,30.65,72.23,888,165,239,32.03,1011.16022,7.00268,Heavy Rain,Hazy,Very Unhealthy
2024-11-05T13:27:22-05:00,30.86,65.32,893,31,450,32.03,1011.15735,7.02683,Heavy Rain,Hazy,Hazardous
2024-11-05T13:28:24-05:00,31.12,69.17,890,32,128,32.02,1011.14648,7.1174,Heavy Rain,Hazy,Unhealthy for Sensitive Groups
2024-11-05T13:29:25-05:00,31.17,72.46,896,147,462,32.01,1011.16248,6.98406,Heavy Rain,Hazy,Hazardous
2024-11-05T13:30:27-05:00,31.22,69.29,908,34,311,32,1011.15405,7.054,Heavy Rain,Hazy,Hazardous
2024-11-05T13:31:32-05:00,31.25,71.66,892,107,298,32,1011.17999,6.83764,Heavy Rain,Hazy,Very Unhealthy
2024-11-05T13:32:34-05:00,31.27,61.26,883,804,324,31.98,1011.16327,6.97752,Light Rain,Rainy,Hazardous
2024-11-06T05:48:40-05:00,31.29,73.04,618,448,302,31.96,1011.15002,7.08771,Moderate Rain,Hazy,Hazardous
2024-11-06T05:49:42-05:00,31.4,69.24,678,272,318,31.96,1011.15747,7.02582,Heavy Rain,Hazy,Hazardous
2024-11-06T05:50:44-05:00,31.41,72.54,596,745,304,31.95,1011.15283,7.06457,Light Rain,Rainy,Hazardous
2024-11-06T05:51:42-05:00,31.53,69.45,522,788,153,31.96,1011.14771,7.10734,Light Rain,Rainy,Unhealthy
2024-11-06T05:52:43-05:00,29.13,71.72,475,736,183,31.96,1011.15851,7.01677,Light Rain,Rainy,Unhealthy
2024-11-06T05:53:45-05:00,29.09,72.35,900,787,296,31.95,1011.16528,6.96041,Light Rain,Rainy,Very Unhealthy
2024-11-06T05:54:47-05:00,29.11,63.09,889,797,479,31.95,1011.17236,6.90154,Light Rain,Rainy,Hazardous
2024-11-06T05:55:48-05:00,29.14,67.03,878,796,297,31.95,1011.16034,7.00167,Light Rain,Rainy,Very Unhealthy
2024-11-06T05:56:50-05:00,29.16,63.15,684,760,293,31.97,1011.1283,7.26886,Light Rain,Rainy,Very Unhealthy
2024-11-06T05:57:52-05:00,29.17,70.62,693,798,313,31.98,1011.12781,7.27288,Light Rain,Rainy,Hazardous
2024-11-06T05:58:54-05:00,29.15,67.4,663,721,295,31.98,1011.14917,7.09476,Light Rain,Rainy,Very Unhealthy
2024-11-06T05:59:56-05:00,29.12,67.49,694,766,328,31.98,1011.15796,7.0218,Light Rain,Rainy,Hazardous
2024-11-06T06:00:58-05:00,29.18,65.4,667,794,309,31.96,1011.15845,7.01727,Light Rain,Rainy,Hazardous
2024-11-06T06:01:59-05:00,29.2,68.86,951,747,341,31.96,1011.1543,7.05199,Light Rain,Rainy,Hazardous
2024-11-06T06:03:01-05:00,29.22,69.67,701,790,333,31.94,1011.18188,6.82204,Light Rain,Rainy,Hazardous
2024-11-06T06:04:03-05:00,29.21,71.59,664,800,141,31.94,1011.53632,3.86593,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-06T06:05:05-05:00,29.23,78.76,627,836,130,31.93,1011.52112,3.99269,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-06T06:06:06-05:00,29.25,77.43,580,840,321,31.91,1011.54407,3.80155,Light Rain,Rainy,Hazardous
2024-11-06T06:07:08-05:00,29.27,80.7,591,835,316,31.92,1011.54437,3.79903,Light Rain,Rainy,Hazardous
2024-11-06T06:08:10-05:00,29.29,76.28,512,865,319,31.93,1011.54541,3.78998,Light Rain,Rainy,Hazardous
2024-11-06T06:09:12-05:00,29.39,75.31,569,870,322,31.93,1011.53455,3.88052,Light Rain,Rainy,Hazardous
2024-11-06T06:10:13-05:00,26.46,72.78,552,849,237,31.44,1011.52533,3.95748,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:11:15-05:00,26.49,71.61,601,859,216,31.39,1011.52814,3.93434,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:12:17-05:00,26.5,73.24,546,784,249,31.36,1011.54718,3.77539,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:15:30-05:00,26.53,72.48,564,802,278,31.35,1011.53485,3.878,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:16:34-05:00,26.55,69.03,541,842,266,31.34,1011.55078,3.74521,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:18:42-05:00,26.56,71.94,536,838,271,31.33,1011.54596,3.78545,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:19:43-05:00,26.58,80.33,555,834,227,31.31,1011.52753,3.93937,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:20:46-05:00,26.61,76.21,480,828,220,31.31,1011.51257,4.06412,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:21:48-05:00,26.63,84.39,517,858,224,31.38,1011.51154,4.07267,Light Rain,Rainy,Very Unhealthy
2024-11-06T06:22:50-05:00,26.65,81.05,550,829,105,31.37,1011.50531,4.12448,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-06T06:23:52-05:00,26.66,73.57,777,846,146,31.37,1011.50232,4.14963,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-06T06:24:54-05:00,26.67,77.13,941,837,143,31.45,1011.5047,4.12951,Light Rain,Rainy,Unhealthy for Sensitive Groups
2024-11-06T06:25:55-05:00,26.68,76.39,795,824,134,31.46,1011.47986,4.33676,Light Rain,Rainy,Unhealthy for Sensitive Groups
