MaxTemp,mintemp,Rain Value,rainStatus,WindStream,cloud,Label
34.15000153,10.11,1024,0,19.7,2,0
33.25,11.11,1024,0,17.2,2,0
31.29999924,12.11,1024,0,16.1,2,1
30.89999962,13.11,1024,0,9.2,2,0
32.49000168,14.11,1024,0,10.3,2,1
33.13999939,15.11,1024,0,11.4,2,0
34.77999878,16.11,1024,0,17.2,2,1
34.59000015,17.11,1024,0,11.4,2,0
34.15000153,18.11,1024,0,13.9,2,1
34.34000015,19.11,1024,0,12.8,2,0
35.5,20.11,1024,0,15,2,1
34.54000092,21.11,1024,0,17.2,2,0
34.52999878,11.09,1024,0,11.4,2,0
31.47999954,12.09,1024,0,10.3,2,1
32.58000183,13.09,1024,0,16.1,2,0
34.25999832,14.09,1024,0,17.2,2,1
36.38999939,15.09,1024,0,13.9,2,0
37.72000122,16.09,1024,0,11.4,2,1
36.22999954,17.09,1024,0,11.4,2,0
34.20000076,18.09,1024,0,9.2,2,1
35.5,19.09,1024,0,11.4,2,0
36.66999817,20.09,1024,0,9.2,2,1
35.31999969,21.09,810,0,12.8,2,0
34.61000061,22.09,550,0,11.4,2,0
32.09000015,9.05,558,0,15,2,1
32.00999832,10.05,569,0,12.8,2,0
32.34000015,11.05,625,0,13.9,2,1
32.04999924,12.05,624,0,12.8,2,0
33.70000076,13.05,622,0,11.4,2,1
33.29000092,14.05,627,0,9.2,2,0
33.04999924,15.05,640,0,13.9,2,1
31.95999908,16.05,657,0,11.4,2,0
31.21999931,17.05,689,0,8.1,2,1
30.11000061,18.05,1024,0,11.4,2,0
29.13999939,19.05,1024,0,11.4,2,0
30.14999962,20.05,1024,0,12.8,2,1
31.54999924,21.05,1024,0,13.9,2,0
32.47000122,22.05,1024,0,16.1,2,1
32.81999969,23.05,1024,0,9.2,2,0
32.06999969,8.04,1024,0,6.9,2,1
30.20000076,9.04,519,0,12.8,2,0
32.36999893,10.04,582,0,13.9,2,1
34.16999817,11.04,773,0,10.3,2,0
33.41999817,12.04,741,0,11.4,2,1
32.72999954,13.04,748,0,11.4,2,0
32.75,14.04,774,0,11.4,2,0
32.47999954,15.04,806,0,12.8,2,1
32.06999969,16.04,830,0,13.9,2,0
31.48999977,17.04,841,0,10.3,2,1
31.59000015,18.04,853,0,6.9,2,0
31.76000023,19.04,861,0,13.9,2,1
33.24000168,20.04,874,0,17.2,2,0
32.31999969,21.04,878,0,15,2,1
30.29999924,22.04,879,0,96.6,2,0
31.21999931,6.3,883,0,9.2,2,1
33.72000122,7.3,885,0,11.4,2,0
33.50999832,8.3,886,0,5.8,2,0
31.54999924,9.3,886,0,15,2,1
31.40999985,10.3,892,0,8.1,2,0
31.62999916,11.3,901,0,13.9,2,1
31,12.3,913,0,10.3,2,0
32.08000183,13.3,924,0,12.8,2,1
32.43999863,14.3,936,0,10.3,2,0
32.29999924,15.3,941,0,8.1,2,1
31.61000061,16.3,943,0,11.4,2,0
30.54999924,17.3,944,0,11.4,2,1
30.37999916,18.3,942,0,10.3,2,0
30.77000046,19.3,945,0,16.1,2,0
32.79999924,20.3,874,0,17.2,2,1
33.54000092,21.3,916,0,12.8,2,0
32.61000061,22.3,941,0,12.8,2,1
31.21999931,10.06,955,0,16.1,2,0
32.68999863,11.06,962,0,9.2,2,1
33.15999985,12.06,966,0,8.1,2,0
31.10000038,13.06,966,0,8.1,2,1
31.43000031,14.06,973,0,10.3,2,0
31.03000069,15.06,976,0,10.3,2,1
32.52999878,16.06,980,0,13.9,2,0
33.04999924,17.06,978,0,10.3,2,0
33.29000092,18.06,981,0,8.1,2,1
32.09999847,19.06,985,0,5.8,2,0
30.26000023,20.06,985,0,11.4,2,1
31.40999985,21.06,987,0,8.1,2,0
31.30999947,22.06,988,0,13.9,2,1
32.58000183,23.06,993,0,11.4,2,0
32.88000107,24.06,993,0,16.1,2,1
32.74000168,13.58,996,0,17.2,2,0
34.20999908,14.58,1002,0,10.3,2,1
32.93999863,19.58,1005,0,11.4,2,0
31.10000038,20.58,1008,0,10.3,2,0
30.95000076,17.56,1012,0,15,2,1
31.31999969,18.56,1016,0,9.2,2,0
31.90999985,19.56,1021,0,11.4,2,1
32.65000153,20.56,1020,0,10.3,2,0
33.50999832,21.56,1024,0,10.3,2,1
32.95000076,22.56,1023,0,11.4,2,0
31.25,23.56,1023,0,13.3,2,1
30.70999908,11.69,1024,0,11.4,2,0
32.04000092,12.59,1022,0,13.9,2,1
33.20000076,14.69,1024,0,13.9,2,0
29.19000053,14.39,1024,0,11.4,2,0
29.39999962,18.59,1022,0,9.2,2,1
31.34000015,14.58,1024,0,10.3,2,0
31.45999908,12.25,1024,0,9.2,2,1
32.34000015,14.56,1024,0,8.1,2,0
33.33000183,11.36,1024,0,9.2,2,1
33.34000015,12.96,1024,0,8.1,2,0
34.11000061,14.78,4,1,15,2,1
33.63000107,8.9,10,1,13.9,2,0
34.40000153,9.9,682,0,13.9,2,1
34.34000015,10.9,710,0,11.4,2,0
33.63999939,11.9,701,0,11.4,2,0
33.38000107,12.9,749,0,9.2,2,1
33.70999908,13.9,758,0,9.2,2,0
33.56999969,14.9,753,0,10.3,2,1
33.93999863,15.9,750,0,8.1,2,0
33.02000046,16.9,748,0,6.9,2,1
33.75999832,17.9,694,0,10.3,2,0
32.65999985,18.9,762,0,19.7,2,1
32.75999832,19.9,696,0,5.8,2,0
30.18000031,20.9,693,0,11.4,2,1
29.95000076,21.9,706,0,9.2,2,0
29.64999962,22.9,694,0,9.2,2,0
31.36000061,23.9,716,0,6.9,2,1
30.67000008,7.89,722,0,18.3,2,0
34.13000107,8.89,726,0,10.3,2,1
34.31999969,9.89,748,0,9.2,2,0
32.95999908,10.89,703,0,15,2,1
32.70000076,11.89,727,0,23,2,0
32.66999817,12.89,764,0,15,2,1
29.55999947,13.89,710,0,8.1,2,0
28.92000008,14.89,748,0,9.2,2,1
30.44000053,15.89,757,0,10.3,2,0
31.72999954,16.89,770,0,8.1,2,0
33.25999832,17.89,716,0,6.9,2,1
34.04999924,18.89,722,0,5.8,2,0
32.99000168,19.89,729,0,8.1,2,1
34.65000153,20.89,735,0,12.8,2,0
34.72000122,21.89,715,0,13.9,2,1
34.5,22.89,730,0,16.1,2,0
34.24000168,23.89,759,0,15,2,1
33.84000015,5.96,763,0,9.2,2,0
33.61000061,6.96,765,0,6.9,2,1
32.90999985,7.96,776,0,9.2,2,0
32.84000015,8.96,777,0,11.4,2,0
31.98999977,9.96,709,0,8.1,2,1
32.45999908,10.96,769,0,5.8,2,0
30.59000015,11.96,765,0,5.8,2,1
31.18000031,12.96,769,0,5.8,2,0
31.68000031,13.96,728,0,10.3,2,1
32.11000061,14.96,774,0,8.1,2,0
30.04999924,15.96,746,0,8.1,2,1
30.12999916,16.96,691,0,6.9,2,0
31.06999969,17.96,720,0,8.1,2,1
31.71999931,18.96,709,0,8.1,2,0
30.45000076,19.96,761,0,8.1,2,0
30.97999954,20.96,751,0,10.3,2,1
30.97999954,10.45,692,0,11.4,2,0
31.37000084,11.45,754,0,9.2,2,1
30.97999954,12.45,1024,0,9.2,2,0
31.26000023,13.45,1024,0,9.2,2,1
30.07999992,14.45,1024,0,6.9,2,0
29.54000092,15.46,1024,0,9.2,2,1
29.38999939,16.46,1024,0,9.2,2,0
29.56999969,17.46,1024,0,9.2,2,1
29.85000038,18.47,1024,0,8.1,2,0
29.89999962,19.47,1024,0,8.1,2,0
29.06999969,20.47,0,1,10.3,2,1
29.54999924,21.45,0,1,4.7,2,0
30.02000046,22.45,0,1,4.7,2,1
30.38999939,9.8,0,1,8.1,2,0
31.02000046,10.8,0,1,9.2,2,1
30.65999985,11.8,0,1,11.4,2,0
29.39999962,12.8,0,1,8.1,2,1
29.04999924,13.8,0,1,6.9,2,0
28.30999947,14.8,0,1,9.2,2,1
25.65999985,15.8,0,1,6.9,2,0
22.95999908,16.8,0,1,6.9,2,0
25.72999954,17.8,0,1,6.9,2,1
26.72999954,18.8,0,1,9.2,2,0
26.17000008,19.8,0,1,10.3,2,1
25.87000084,20.8,0,1,9.2,2,0
26.71999931,21.8,0,1,9.2,2,1
26.23999977,22.8,0,1,9.2,2,0
26.40999985,23.8,0,1,5.8,2,1
26.78000069,11.09,0,1,8.1,2,0
27.60000038,12.09,0,1,8.1,2,1
28.61000061,13.09,0,1,8.1,2,0
28.12000084,14.09,0,1,6.9,2,0
26.97999954,15.09,0,1,9.2,2,1
27.56999969,16.09,0,1,9.2,2,0
27.01000023,17.09,0,1,6.9,2,1
29.26000023,18.09,0,1,6.9,2,0
29.13999939,19.09,0,1,62.2,2,1
28.70999908,20.09,0,1,6.9,2,0
27.87000084,21.09,0,1,6.9,2,1
26.05999947,22.09,0,1,11.4,2,0
26.87999916,12.3,0,1,12.8,2,1
27.03000069,14.52,0,1,6.9,2,0
26.62999916,15.52,0,1,8.1,2,0
25.97999954,16.52,0,1,6.9,2,1
26.12999916,17.52,0,1,5.8,2,0
25.63999939,18.52,0,1,6.9,2,1
25.01000023,19.52,0,1,8.1,2,0
25.71999931,20.52,0,1,8.1,2,1
25.45999908,21.52,0,1,8.1,2,0
25.95999908,22.52,0,1,11.4,2,1
25.69000053,23.52,0,1,10.3,2,0
26,24.52,0,1,9.2,2,1
25.80999947,14.52,0,1,8.1,2,0
25.80999947,5.69,0,1,8.1,2,0
25.93000031,6.69,0,1,9.2,2,1
25.64999962,7.69,0,1,6.9,2,0
25.25,8.69,0,1,10.3,2,1
25.42000008,9.69,4,1,11.4,2,0
25.29999924,10.69,10,1,9.2,2,1
25.13999939,11.69,10,1,6.9,2,0
25.19000053,12.69,0,1,8.1,2,1
25.43000031,13.69,0,1,9.2,2,0
26.76000023,14.69,0,1,10.3,2,1
26.59000015,15.69,0,1,11.4,2,0
28.28000069,16.69,0,1,11.4,2,0
27.64999962,17.69,0,1,10.3,2,1
26.79999924,18.69,0,1,6.9,2,0
24.71999931,19.69,0,1,6.9,2,1
25.04999924,20.69,0,1,8.1,2,0
25.76000023,21.69,0,1,8.1,2,1
28.30999947,22.69,0,1,9.2,2,0
28.55999947,23.69,0,1,8.1,2,1
27.36000061,10.4,0,1,8.1,2,0
25.32999992,11.4,0,1,6.9,2,1
25.39999962,12.4,0,1,11.4,2,0
26.81999969,13.41,0,1,10.3,2,0
27.01000023,14.41,0,1,11.4,2,1
28.07999992,15.41,0,1,5.8,2,0
28.34000015,16.41,0,1,8.1,2,1
28.69000053,17.42,0,1,10.3,2,0
28.84000015,18.42,0,1,5.8,2,1
28.18000031,19.42,0,1,9.2,2,0
28.01000023,20.42,0,1,6.9,2,1
27.70000076,21.43,41,1,9.2,2,0
29.06999969,22.43,165,1,9.2,2,1
28.95999908,11.2,2,1,10.3,2,0
28.20999908,12.2,32,1,10.3,2,0
28.88999939,13.2,147,1,8.1,2,1
29.51000023,14.21,34,1,6.9,2,0
27.68000031,15.21,107,1,9.2,2,1
28.62999916,16.21,804,0,4.7,2,0
29.37000084,17.21,0,1,9.2,2,1
29.47999954,18.23,448,1,8.1,2,0
30.13999939,19.23,272,1,6.9,2,1
31.51000023,20.23,745,0,8.1,2,0
31.06999969,21.23,749,0,11.4,2,1
26.52000046,22.24,773,0,9.2,2,0
28.12999916,15.21,788,0,11.4,2,0
29.51000023,16.21,736,0,11.4,2,1
29.72999954,17.22,745,0,9.2,2,0
30.97999954,18.22,787,0,8.1,2,1
31.59000015,19.22,736,0,8.1,2,0
34.06000137,20.22,746,0,8.1,2,1
34.20999908,21.58,797,0,9.2,2,0
34.43000031,22.58,769,0,11.4,2,1
34.61999893,23.58,796,0,8.1,2,0
33.90999985,24.58,753,0,5.8,2,1
32.66999817,10.85,797,0,9.2,2,0
27.75,11.85,758,0,11.4,2,0
28.35000038,12.85,760,0,8.1,2,1
28.63999939,13.83,746,0,9.2,2,0
29.96999931,14.83,774,0,10.3,2,1
31.55999947,15.83,798,0,6.9,2,0
32.27999878,16.83,798,0,8.1,2,1
33.20000076,17.85,721,0,8.1,2,0
33.29999924,18.87,766,0,9.2,2,1
31.97999954,19.87,797,0,9.2,2,0
29.32999992,20.87,796,0,9.2,2,1
26.63999939,21.87,758,0,13.9,2,0
29.12999916,22.88,796,0,9.2,2,0
32.27000046,23.88,773,0,9.2,2,1
33.81000137,24.88,797,0,11.4,2,0
33.38000107,12.34,753,0,6.9,2,1
33.56999969,13.34,748,0,10.3,2,0
31.53000069,14.34,740,0,8.1,2,1
31.22999954,15.35,762,0,11.4,2,0
31.11000061,16.35,798,0,9.2,2,1
31.70999908,17.35,753,0,8.1,2,0
32.15000153,18.35,794,0,10.3,2,1
28.46999931,19.45,747,0,10.3,2,0
30.56999969,20.45,753,0,77.2,2,0
28.71999931,21.45,790,0,6.9,2,1
29.45000076,22.45,756,0,10.3,2,0
29.39999962,23.34,760,0,9.2,2,1
29.87000084,11.22,766,0,10.3,2,0
31.03000069,12.22,794,0,13.9,2,1
32.29000092,13.22,800,0,13.9,2,0
32.11000061,14.23,776,0,11.4,2,1
32.04999924,15.23,748,0,11.4,2,0
30.46999931,16.23,758,0,12.8,2,1
30.44000053,17.23,776,0,11.4,2,0
31.19000053,18.9,836,0,13.9,2,0
32.31999969,19.9,836,0,17.2,2,1
33.84999847,20.9,840,0,16.1,2,0
33.70999908,21.9,843,0,15,2,1
33.25999832,10.96,835,0,20.8,2,0
32.43999863,11.96,865,0,11.4,2,1
32.43000031,12.96,870,0,8.1,2,0
28.38999939,13.12,832,0,11.4,2,1
29.85000038,14.12,825,0,15,2,0
32.33000183,15.12,849,0,13.9,2,1
33.75,16.12,859,0,17.2,2,0
34.49000168,17.99,840,0,11.4,2,0
33.81000137,18.99,735,0,15,2,1
34.25999832,19.99,784,0,11.4,2,0
33.84999847,20.99,750,0,13.9,2,1
33.54000092,21.99,802,0,16.1,2,0
34.34999847,22.96,841,0,17.2,2,1
35.16999817,15.79,842,0,13.9,2,0
34.5,16.79,835,0,11.4,2,1
34.29999924,17.79,838,0,13.9,2,0
34.36999893,18.78,865,0,17.2,2,1
32.77999878,19.79,834,0,16.1,2,0
31.89999962,20.79,865,0,18.3,2,0
33.00999832,21.79,838,0,17.2,2,1
33.27999878,22.79,828,0,20.8,2,0
33.40999985,23.79,858,0,13.9,2,1
32.90999985,11.45,835,0,9.2,2,0
34.24000168,12.45,829,0,16.1,2,1
33.97000122,13.45,858,0,15,2,0
34.22000122,14.45,849,0,28.9,2,1
32.22999954,15.58,838,0,15,2,0
30.54999924,16.58,859,0,11.4,2,1
32.75,17.58,835,0,15,2,0
32.86999893,18.58,856,0,23,2,0
35.38000107,19.58,832,0,11.4,2,1
36.74000168,20.75,846,0,18.3,2,0
35.68999863,21.75,846,0,10.3,2,1
35.13000107,22.75,841,0,13.9,2,0
34.95999908,23.75,837,0,18.3,2,1
34.24000168,24.45,868,0,18.3,2,0
31.37000084,11.87,824,0,20.8,2,1
33.31999969,12.96,833,0,18.3,2,0
34.56999969,13.96,843,0,17.2,2,1
33.04999924,14.96,823,0,11.4,2,0
33.31000137,15.96,826,0,30,2,0
33.88000107,16.96,826,0,10.3,2,1
34.56000137,17.96,845,0,15,2,0
31.18000031,18.96,865,0,9.2,2,1
33.15999985,19.96,832,0,16.1,2,0
34.29999924,20.96,801,0,17.2,2,1
35.86999893,21.96,824,0,10.3,2,0
34.65000153,22.96,814,0,17.2,2,1
34.22999954,10.1,843,0,13.9,2,0
34.43999863,11.1,706,0,12.8,2,1
34.04999924,12.1,746,0,12.8,2,0
33.70000076,13.1,727,0,17.2,2,0
34.15999985,14.1,744,0,16.1,2,1
34.22999954,15.1,720,0,21.9,2,0
34.93999863,16.1,757,0,21.9,2,1
35.31999969,17.1,712,0,18.3,2,0
34.84000015,18.1,786,0,16.1,2,1
34.90999985,19.1,732,0,13.9,2,0
35.09000015,20.1,861,0,12.8,2,1
34.43000031,21.1,844,0,18.3,2,0
33.90999985,11.25,846,0,23,2,1
36.24000168,12.25,842,0,11.4,2,0
37.65999985,13.25,843,0,10.3,2,0
37.27999878,14.25,848,0,13.9,2,1
34.86000061,15.25,844,0,11.4,2,0
31.78000069,16.25,869,0,9.2,2,1
34.02999878,17.25,836,0,13.9,2,0
34.31000137,18.25,868,0,16.1,2,1
36.52000046,19.25,834,0,8.1,2,0
36.65000153,20.25,847,0,13.9,2,1
37.75,21.25,840,0,9.2,2,0
36.65999985,22.25,847,0,12.8,2,1
37.34999847,23.25,842,0,8.1,2,0
36.68000031,9.65,861,0,15,2,0
37.88000107,10.65,843,0,12.8,2,1
38.79999924,11.65,849,0,13.9,2,0
38.24000168,12.65,852,0,11.4,2,1
35.65999985,13.65,855,0,13.9,2,0
34.95000076,14.65,823,0,9.2,2,1
31.93000031,15.65,822,0,9.2,2,0
30.29000092,16.65,836,0,13.9,2,1
30.38999939,17.65,825,0,13.9,2,0
31.95999908,18.65,825,0,10.3,2,1
32.58000183,19.65,843,0,11.4,2,0
33.13000107,20.65,824,0,12.8,2,0
32.72000122,21.65,821,0,10.3,2,1
31.57999992,12.79,831,0,6.9,2,0
31.54000092,13.79,816,0,17.2,2,1
30.17000008,14.79,726,0,13.9,2,0
31.15999985,15.79,720,0,15,2,1
35.25999832,16.79,813,0,13.9,2,0
34.25,17.79,846,0,16.1,2,1
33.29999924,18.79,841,0,15,2,0
32.47999954,19.79,816,0,10.3,2,1
34.90999985,20.79,762,0,18.3,2,0
31.05999947,21.79,708,0,8.1,2,0
27.94000053,22.79,834,0,53.5,2,1
30.59000015,12.85,820,0,11.4,2,0
33.02999878,13.85,820,0,12.8,2,1
34.22999954,14.85,821,0,10.3,2,0
34.49000168,15.85,812,0,9.2,2,1
34.81000137,16.85,831,0,11.4,2,0
34.00999832,17.85,849,0,11.4,2,1
32.22000122,18.85,811,0,15,2,0
34.34000015,19.85,823,0,12.8,2,1
34.86999893,20.85,813,0,12.8,2,0
32.11999893,21.85,841,0,13.9,2,0
32.20000076,22.85,818,0,11.4,2,1
31.56999969,14.63,824,0,10.3,2,0
31.40999985,15.63,821,0,9.2,2,1
32.27000046,16.63,841,0,13.9,2,0
31.37000084,17.63,829,0,15,2,1
30.60000038,18.63,831,0,20.8,2,0
30.70000076,19.63,822,0,10.4,2,1
30.54000092,20.63,840,0,16.1,2,0
29.64999962,21.63,855,0,10.3,2,1
28.10000038,14.64,817,0,9.2,2,0
28.42000008,15.64,813,0,8.1,2,0
28.82999992,16.64,766,0,9.2,2,1
29.22999954,17.64,745,0,8.1,2,0
28.86000061,18.64,728,0,10.3,2,1
30.60000038,19.64,747,0,10.3,2,0
30.62000084,20.64,772,0,10.3,2,1
30.69000053,21.64,769,0,11.4,2,0
30.26000023,22.64,717,0,10.3,2,1
29.37999916,14.68,722,0,10.3,2,0
29.32999992,15.68,727,0,11.4,2,1
29.44000053,16.68,744,0,6.9,2,0
32.00999832,17.68,756,0,16.1,2,0
32.88999939,18.68,717,0,13.9,2,1
30.54000092,19.68,740,0,9.2,2,0
32.63000107,20.68,729,0,10.3,2,1
31.53000069,21.68,721,0,10.3,2,0
31.97999954,22.68,736,0,13.9,2,1
31.43000031,10.59,720,0,10.3,2,0
31.10000038,11.59,777,0,11.4,2,1
31.54999924,12.59,736,0,13.9,2,0
31.72999954,13.59,745,0,11.4,2,1
30.76000023,14.59,777,0,9.2,2,0
31.62999916,15.59,735,0,9.2,2,0
30.45999908,16.59,753,0,8.1,2,1
30.04000092,17.59,728,0,13.9,2,0
30.36000061,18.59,726,0,9.2,2,1
30.87000084,19.59,735,0,10.3,2,0
30.89999962,5.69,730,0,11.4,2,1
31.88999939,6.69,772,0,11.4,2,0
31.65999985,7.69,735,0,10.3,2,1
31.48999977,8.69,756,0,10.3,2,0
29.57999992,9.69,746,0,13.9,2,1
31.53000069,10.69,718,0,10.3,2,0
31.84000015,11.69,736,0,34.4,2,0
32,12.69,728,0,13.9,2,1
31.87000084,13.69,729,0,9.2,2,0
31.48999977,14.69,738,0,11.4,2,1
31.86000061,15.69,765,0,11.4,2,0
31.96999931,16.69,761,0,9.2,2,1
31.81999969,17.69,738,0,8.1,2,0
31.67000008,18.69,728,0,11.4,2,1
31.62999916,19.69,727,0,17.2,2,0
31.54000092,20.69,753,0,13.9,2,1
32.00999832,21.69,713,0,12.8,2,0
32.09999847,12.33,728,0,11.4,2,0
31.95999908,13.33,774,0,65.5,2,1
31.55999947,14.33,772,0,9.2,2,0
31.31999969,15.33,739,0,8.1,2,1
31.34000015,16.33,745,0,8.1,2,0
31.61000061,17.33,773,0,10.3,2,1
31.64999962,18.33,726,0,9.2,2,0
31.86000061,19.33,760,0,5.8,2,1
32.38999939,20.33,710,0,9.2,2,0
32.20000076,21.33,764,0,8.1,2,1
32.36999893,22.33,715,0,8.1,2,0
32.38000107,23.33,736,0,9.2,2,0
32.45999908,10.24,730,0,13.9,2,1
32.27999878,11.24,772,0,9.2,2,0
31.92000008,12.24,774,0,6.9,2,1
31.82999992,13.24,706,0,8.1,2,0
31.75,14.24,738,0,13.9,2,1
