MaxTemp,mintemp,Humditiy,WindSpeed,Label
33.50999832,21.56,76,10.3,1
32.95000076,22.56,75,11.4,0
31.25,23.56,75,13.3,1
30.70999908,11.69,75,11.4,0
32.04000092,12.59,75,13.9,1
33.20000076,14.69,75,13.9,0
29.19000053,14.39,75,11.4,0
29.39999962,18.59,75,9.2,1
31.34000015,14.58,74,10.3,0
31.45999908,12.25,74,9.2,1
32.34000015,14.56,72,8.1,0
33.33000183,11.36,72,9.2,1
33.34000015,12.96,73,8.1,0
34.11000061,14.78,74,15,1
33.63000107,8.9,72,13.9,0
34.40000153,9.9,73,13.9,1
34.34000015,10.9,74,11.4,0
33.63999939,11.9,75,11.4,0
33.38000107,12.9,76,9.2,1
33.70999908,13.9,77,9.2,0
33.56999969,14.9,78,10.3,1
33.93999863,15.9,79,8.1,0
33.02000046,16.9,80,6.9,1
33.75999832,17.9,81,10.3,0
32.65999985,18.9,82,19.7,1
32.75999832,19.9,69.69,5.8,0
30.18000031,20.9,70.69,11.4,1
29.95000076,21.9,71.69,9.2,0
29.64999962,22.9,72.69,9.2,0
31.36000061,23.9,73.69,6.9,1
30.67000008,7.89,74.69,18.3,0
34.13000107,8.89,75.69,10.3,1
34.31999969,9.89,76.69,9.2,0
32.95999908,10.89,77.69,15,1
32.70000076,11.89,78.69,23,0
32.66999817,12.89,79.69,15,1
29.55999947,13.89,80.69,8.1,0
28.92000008,14.89,81.69,9.2,1
30.44000053,15.89,82.69,10.3,0
31.72999954,16.89,83.69,8.1,0
33.25999832,17.89,84.69,6.9,1
34.04999924,18.89,85.69,5.8,0
32.99000168,19.89,70.68,8.1,1
34.65000153,20.89,71.68,12.8,0
34.72000122,21.89,72.68,13.9,1
34.5,22.89,73.68,16.1,0
34.24000168,23.89,76,15,1
33.84000015,5.96,74,9.2,0
33.61000061,6.96,72,6.9,1
32.90999985,7.96,73,9.2,0
32.84000015,8.96,73,11.4,0
31.98999977,9.96,74,8.1,1
32.45999908,10.96,75,5.8,0
30.59000015,11.96,76,5.8,1
31.18000031,12.96,77,5.8,0
31.68000031,13.96,78,10.3,1
32.11000061,14.96,79,8.1,0
30.04999924,15.96,80,8.1,1
30.12999916,16.96,81,6.9,0
31.06999969,17.96,82,8.1,1
31.71999931,18.96,83,8.1,0
30.45000076,19.96,84,8.1,0
30.97999954,20.96,85,10.3,1
30.97999954,10.45,72,11.4,0
31.37000084,11.45,72,9.2,1
30.97999954,12.45,73,9.2,0
31.26000023,13.45,74,9.2,1
30.07999992,14.45,75,6.9,0
29.54000092,15.46,76,9.2,1
29.38999939,16.46,77,9.2,0
29.56999969,17.46,78,9.2,1
29.85000038,18.47,79,8.1,0
29.89999962,19.47,80,8.1,0
29.06999969,20.47,70,10.3,1
29.54999924,21.45,69,4.7,0
30.02000046,22.45,70,4.7,1
30.38999939,9.8,71,8.1,0
31.02000046,10.8,72,9.2,1
30.65999985,11.8,73,11.4,0
29.39999962,12.8,74,8.1,1
29.04999924,13.8,75,6.9,0
28.30999947,14.8,76,9.2,1
25.65999985,15.8,69,6.9,0
22.95999908,16.8,70,6.9,0
25.72999954,17.8,70,6.9,1
26.72999954,18.8,70,9.2,0
26.17000008,19.8,71,10.3,1
25.87000084,20.8,70,9.2,0
26.71999931,21.8,70,9.2,1
26.23999977,22.8,70,9.2,0
26.40999985,23.8,70,5.8,1
26.78000069,11.09,70,8.1,0
27.60000038,12.09,70,8.1,1
28.61000061,13.09,70,8.1,0
28.12000084,14.09,70,6.9,0
26.97999954,15.09,70,9.2,1
27.56999969,16.09,70,9.2,0
27.01000023,17.09,70,6.9,1
29.26000023,18.09,70,6.9,0
29.13999939,19.09,71,62.2,1
28.70999908,20.09,71,6.9,0
27.87000084,21.09,71,6.9,1
26.05999947,22.09,71,11.4,0
26.87999916,12.3,71,12.8,1
27.03000069,14.52,71,6.9,0
26.62999916,15.52,71,8.1,0
25.97999954,16.52,71,6.9,1
26.12999916,17.52,71,5.8,0
25.63999939,18.52,71,6.9,1
25.01000023,19.52,72,8.1,0
25.71999931,20.52,71,8.1,1
25.45999908,21.52,72,8.1,0
25.95999908,22.52,73,11.4,1
25.69000053,23.52,74,10.3,0
26,24.52,75,9.2,1
25.80999947,14.52,76,8.1,0
25.80999947,5.69,77,8.1,0
25.93000031,6.69,78,9.2,1
25.64999962,7.69,79,6.9,0
25.25,8.69,80,10.3,1
25.42000008,9.69,74,11.4,0
25.29999924,10.69,75,9.2,1
25.13999939,11.69,76,6.9,0
25.19000053,12.69,81,8.1,1
25.43000031,13.69,81,9.2,0
26.76000023,14.69,81,10.3,1
26.59000015,15.69,81,11.4,0
28.28000069,16.69,83,11.4,0
27.64999962,17.69,81,10.3,1
26.79999924,18.69,81,6.9,0
24.71999931,19.69,81,6.9,1
25.04999924,20.69,82,8.1,0
25.76000023,21.69,84,8.1,1
28.30999947,22.69,82,9.2,0
28.55999947,23.69,84,8.1,1
27.36000061,10.4,82,8.1,0
25.32999992,11.4,81,6.9,1
25.39999962,12.4,81,11.4,0
26.81999969,13.41,81,10.3,0
27.01000023,14.41,81,11.4,1
28.07999992,15.41,81,5.8,0
28.34000015,16.41,80,8.1,1
28.69000053,17.42,80,10.3,0
28.84000015,18.42,66,5.8,1
28.18000031,19.42,81,9.2,0
28.01000023,20.42,80,6.9,1
27.70000076,21.43,81,9.2,0
29.06999969,22.43,82,9.2,1
28.95999908,11.2,83,10.3,0
28.20999908,12.2,84,10.3,0
28.88999939,13.2,85,8.1,1
29.51000023,14.21,86,6.9,0
27.68000031,15.21,87,9.2,1
28.62999916,16.21,56,4.7,0
29.37000084,17.21,57,9.2,1
29.47999954,18.23,58,8.1,0
30.13999939,19.23,59,6.9,1
31.51000023,20.23,78,8.1,0
31.06999969,21.23,78,11.4,1
26.52000046,22.24,79,9.2,0
28.12999916,15.21,78,11.4,0
29.51000023,16.21,78,11.4,1
29.72999954,17.22,77,9.2,0
30.97999954,18.22,79,8.1,1
31.59000015,19.22,80,8.1,0
34.06000137,20.22,80,8.1,1
34.20999908,21.58,79,9.2,0
34.43000031,22.58,80,11.4,1
34.61999893,23.58,80,8.1,0
33.90999985,24.58,80,5.8,1
32.66999817,10.85,80,9.2,0
27.75,11.85,80,11.4,0
28.35000038,12.85,79,8.1,1
28.63999939,13.83,79,9.2,0
29.96999931,14.83,79,10.3,1
31.55999947,15.83,79,6.9,0
32.27999878,16.83,79,8.1,1
33.20000076,17.85,79,8.1,0
33.29999924,18.87,78,9.2,1
31.97999954,19.87,78,9.2,0
29.32999992,20.87,79,9.2,1
26.63999939,21.87,78,13.9,0
29.12999916,22.88,79,9.2,0
32.27000046,23.88,79,9.2,1
33.81000137,24.88,78,11.4,0
33.38000107,12.34,78,6.9,1
33.56999969,13.34,77,10.3,0
31.53000069,14.34,77,8.1,1
31.22999954,15.35,78,11.4,0
31.11000061,16.35,77,9.2,1
31.70999908,17.35,77,8.1,0
32.15000153,18.35,77,10.3,1
28.46999931,19.45,77,10.3,0
30.56999969,20.45,77,77.2,0
28.71999931,21.45,78,6.9,1
29.45000076,22.45,79,10.3,0
29.39999962,23.34,79,9.2,1
29.87000084,11.22,79,10.3,0
31.03000069,12.22,79,13.9,1
32.29000092,13.22,78,13.9,0
32.11000061,14.23,78,11.4,1
32.04999924,15.23,78,11.4,0
30.46999931,16.23,78,12.8,1
30.44000053,17.23,78,11.4,0
31.19000053,18.9,78,13.9,0
32.31999969,19.9,78,17.2,1
33.84999847,20.9,78,16.1,0
33.70999908,21.9,77,15,1
33.25999832,10.96,77,20.8,0
32.43999863,11.96,77,11.4,1
32.43000031,12.96,78,8.1,0
28.38999939,13.12,78,11.4,1
29.85000038,14.12,78,15,0
32.33000183,15.12,77,13.9,1
33.75,16.12,77,17.2,0
34.49000168,17.99,77,11.4,0
33.81000137,18.99,77,15,1
34.25999832,19.99,77,11.4,0
33.84999847,20.99,77,13.9,1
33.54000092,21.99,77,16.1,0
34.34999847,22.96,77,17.2,1
35.16999817,15.79,77,13.9,0
34.5,16.79,77,11.4,1
34.29999924,17.79,77,13.9,0
34.36999893,18.78,77,17.2,1
32.77999878,19.79,77,16.1,0
31.89999962,20.79,77,18.3,0
33.00999832,21.79,77,17.2,1
33.27999878,22.79,77,20.8,0
33.40999985,23.79,77,13.9,1
32.90999985,11.45,77,9.2,0
34.24000168,12.45,77,16.1,1
33.97000122,13.45,77,15,0
34.22000122,14.45,77,28.9,1
32.22999954,15.58,77,15,0
30.54999924,16.58,78,11.4,1
32.75,17.58,78,15,0
32.86999893,18.58,78,23,0
35.38000107,19.58,78,11.4,1
36.74000168,20.75,78,18.3,0
35.68999863,21.75,78,10.3,1
35.13000107,22.75,78,13.9,0
34.95999908,23.75,78,18.3,1
34.24000168,24.45,78,18.3,0
31.37000084,11.87,78,20.8,1
33.31999969,12.96,78,18.3,0
34.56999969,13.96,78,17.2,1
33.04999924,14.96,78,11.4,0
33.31000137,15.96,79,30,0
33.88000107,16.96,79,10.3,1
34.56000137,17.96,79,15,0
31.18000031,18.96,78,9.2,1
33.15999985,19.96,78,16.1,0
34.29999924,20.96,77,17.2,1
35.86999893,21.96,77,10.3,0
34.65000153,22.96,77,17.2,1
34.22999954,10.1,77,13.9,0
34.43999863,11.1,77,12.8,1
34.04999924,12.1,77,12.8,0
33.70000076,13.1,77,17.2,0
34.15999985,14.1,77,16.1,1
34.22999954,15.1,77,21.9,0
34.93999863,16.1,77,21.9,1
35.31999969,17.1,77,18.3,0
34.84000015,18.1,77,16.1,1
34.90999985,19.1,77,13.9,0
35.09000015,20.1,11,12.8,1
34.43000031,21.1,77,18.3,0
33.90999985,11.25,77,23,1
36.24000168,12.25,77,11.4,0
37.65999985,13.25,77,10.3,0
37.27999878,14.25,77,13.9,1
34.86000061,15.25,76,11.4,0
31.78000069,16.25,76,9.2,1
34.02999878,17.25,76,13.9,0
34.31000137,18.25,76,16.1,1
36.52000046,19.25,76,8.1,0
36.65000153,20.25,76,13.9,1
37.75,21.25,77,9.2,0
36.65999985,22.25,77,12.8,1
37.34999847,23.25,77,8.1,0
36.68000031,9.65,77,15,0
37.88000107,10.65,77,12.8,1
38.79999924,11.65,77,13.9,0
38.24000168,12.65,77,11.4,1
35.65999985,13.65,78,13.9,0
34.95000076,14.65,98,9.2,1
31.93000031,15.65,80,9.2,0
30.29000092,16.65,73,13.9,1
30.38999939,17.65,73,13.9,0
31.95999908,18.65,73,10.3,1
32.58000183,19.65,73,11.4,0
33.13000107,20.65,73,12.8,0
32.72000122,21.65,73,10.3,1
31.57999992,12.79,73,6.9,0
31.54000092,13.79,73,17.2,1
30.17000008,14.79,73,13.9,0
31.15999985,15.79,73,15,1
35.25999832,16.79,73,13.9,0
34.25,17.79,73,16.1,1
33.29999924,18.79,73,15,0
32.47999954,19.79,72,10.3,1
34.90999985,20.79,72,18.3,0
31.05999947,21.79,72,8.1,0
27.94000053,22.79,72,53.5,1
30.59000015,12.85,72,11.4,0
33.02999878,13.85,72,12.8,1
34.22999954,14.85,72,10.3,0
34.49000168,15.85,72,9.2,1
34.81000137,16.85,72,11.4,0
34.00999832,17.85,72,11.4,1
32.22000122,18.85,72,15,0
34.34000015,19.85,73,12.8,1
34.86999893,20.85,72,12.8,0
32.11999893,21.85,72,13.9,0
32.20000076,22.85,72,11.4,1
31.56999969,14.63,72,10.3,0
31.40999985,15.63,72,9.2,1
32.27000046,16.63,72,13.9,0
31.37000084,17.63,72,15,1
30.60000038,18.63,72,20.8,0
30.70000076,19.63,72,10.4,1
30.54000092,20.63,72,16.1,0
29.64999962,21.63,72,10.3,1
28.10000038,14.64,72,9.2,0
28.42000008,15.64,72,8.1,0
28.82999992,16.64,72,9.2,1
29.22999954,17.64,72,8.1,0
28.86000061,18.64,72,10.3,1
30.60000038,19.64,72,10.3,0
30.62000084,20.64,72,10.3,1
30.69000053,21.64,72,11.4,0
30.26000023,22.64,72,10.3,1
29.37999916,14.68,72,10.3,0
29.32999992,15.68,72,11.4,1
29.44000053,16.68,72,6.9,0
32.00999832,17.68,72,16.1,0
32.88999939,18.68,72,13.9,1
30.54000092,19.68,72,9.2,0
32.63000107,20.68,72,10.3,1
31.53000069,21.68,72,10.3,0
31.97999954,22.68,72,13.9,1
31.43000031,10.59,72,10.3,0
31.10000038,11.59,72,11.4,1
31.54999924,12.59,72,13.9,0
31.72999954,13.59,72,11.4,1
30.76000023,14.59,72,9.2,0
31.62999916,15.59,72,9.2,0
30.45999908,16.59,71,8.1,1
30.04000092,17.59,71,13.9,0
30.36000061,18.59,71,9.2,1
30.87000084,19.59,72,10.3,0
30.89999962,5.69,72,11.4,1
31.88999939,6.69,71,11.4,0
31.65999985,7.69,71,10.3,1
31.48999977,8.69,71,10.3,0
29.57999992,9.69,71,13.9,1
31.53000069,10.69,71,10.3,0
31.84000015,11.69,71,34.4,0
32,12.69,71,13.9,1
31.87000084,13.69,71,9.2,0
31.48999977,14.69,71,11.4,1
31.86000061,15.69,71,11.4,0
31.96999931,16.69,71,9.2,1
31.81999969,17.69,72,8.1,0
31.67000008,18.69,72,11.4,1
31.62999916,19.69,71,17.2,0
31.54000092,20.69,72,13.9,1
32.00999832,21.69,71,12.8,0
32.09999847,12.33,71,11.4,0
31.95999908,13.33,71,65.5,1
31.55999947,14.33,71,9.2,0
31.31999969,15.33,71,8.1,1
31.34000015,16.33,72,8.1,0
31.61000061,17.33,71,10.3,1
31.64999962,18.33,71,9.2,0
31.86000061,19.33,71,5.8,1
32.38999939,20.33,71,9.2,0
32.20000076,21.33,71,8.1,1
32.36999893,22.33,71,8.1,0
32.38000107,23.33,71,9.2,0
32.45999908,10.24,71,13.9,1
32.27999878,11.24,71,9.2,0
31.92000008,12.24,72,6.9,1
31.82999992,13.24,71,8.1,0
31.75,14.24,72,13.9,1
31.80999947,15.24,72,9.2,0
31.87999916,16.24,72,15,1
31.5,17.24,71,6.9,0
31.97999954,18.24,71,11.4,1
32.11000061,19.24,71,8.1,0
32.43999863,20.24,71,8.1,0
30.28000069,12.56,70,8.1,1
31.71999931,13.56,71,8.1,0
32.33000183,14.56,70,8.1,1
32.52000046,15.56,70,8.1,0
32.81999969,16.56,69,8.1,1
32.49000168,17.56,69,4.7,0
31.54999924,18.56,70,6.9,1
28.60000038,19.56,70,9.2,0
29.03000069,20.56,69,11.4,1
27.02000046,21.56,70,11.4,0
28.52000046,22.56,70,8.1,0
30.96999931,9.58,70,10.3,1
30.60000038,10.58,69,6.9,0
30.54000092,11.58,69,6.9,1
30.65999985,12.58,69,8.1,0
30.52000046,13.58,70,5.8,1
32.33000183,14.58,70,8.1,0
33.09999847,15.58,69,6.9,1
33.09000015,16.58,69,5.8,0
32.36000061,17.58,69,8.1,1
32.09000015,18.58,69,8.1,0
31.29000092,19.58,69,6.9,0
30.45000076,20.58,69,5.8,1
31.45000076,21.58,69,6.9,0
31.71999931,8.94,69,5.8,1
30.62000084,9.94,69,6.9,0
31.06999969,10.94,69,6.9,1
31.09000015,11.94,69,8.1,0
31.17000008,12.94,70,8.1,1
31.11000061,13.94,69,11.4,0
31.12000084,14.94,69,6.9,1
31.70999908,15.94,69,5.8,0
32.54999924,16.94,69,4.7,0
31.70999908,17.94,70,6.9,1
30.44000053,18.94,70,10.3,0
29.82999992,19.94,69,8.1,1
30.35000038,20.94,69,5.8,0
30.46999931,21.94,69,8.1,1
29.86000061,22.94,69,4.7,0
28.64999962,23.94,70,9.2,1
27.46999931,7.56,69,11.4,0
27.85000038,8.56,69,8.1,1
28.94000053,9.56,69,6.9,0
29.51000023,10.56,69,4.7,0
29.71999931,11.56,69,5.8,1
29.25,12.56,69,5.8,0
29.19000053,13.56,69,9.2,1
29.78000069,14.56,69,9.2,0
29.01000023,15.56,70,6.9,1
29.45000076,16.56,70,5.8,0
29.32999992,17.56,70,6.9,1
29.75,18.56,70,10.3,0
29.37000084,19.56,70,8.1,1
29.43000031,20.56,70,8.1,0
28.38999939,21.56,70,8.1,0
28.76000023,22.56,70,5.8,1
29.65999985,23.56,70,8.1,0
30.42000008,10.63,69,4.7,1
28.96999931,11.63,69,5.8,0
27.61000061,12.63,69,8.1,1
27.14999962,13.63,69,8.1,0
27.29999924,14.63,69,8.1,1
26.89999962,15.63,69,8.1,0
27.20999908,16.63,70,10.3,1
27.31999969,17.63,70,8.1,0
27.51000023,18.63,69,6.9,0
27.88999939,19.63,69,8.1,1
27.71999931,20.63,69,8.1,0
28.25,21.63,69,8.1,1
28.35000038,22.63,69,9.2,0
28.5,11.65,69,9.2,1
27.87000084,12.65,70,6.9,0
28.02000046,13.65,70,9.2,1
25.87999916,14.65,70,12.8,0
26.30999947,15.65,70,11.4,1
26.37000084,16.65,71,10.3,0
25.94000053,17.65,70,12.8,0
26.11000061,18.65,70,13.9,1
26.38999939,19.65,70,11.4,0
27.57999992,20.65,70,9.2,1
27.62999916,21.65,70,11.4,0
27.40999985,22.65,70,8.1,1
27.55999947,12.56,71,9.2,0
27.98999977,13.56,71,9.2,1
28.55999947,14.56,71,6.9,0
28.62999916,15.56,71,9.2,1
28.18000031,16.56,71,10.3,0
27.01000023,17.56,71,13.9,0
26.96999931,18.56,71,10.3,1
27.04999924,19.56,71,12.8,0
26.77000046,20.56,71,13.9,1
26.32999992,21.56,71,9.2,0
28.93000031,22.56,71,9.2,1
27.20999908,10.23,70,6.9,0
27.18000031,11.23,70,9.2,1
24.75,12.23,70,11.4,0
24.12000084,13.23,70,8.1,1
24.54999924,14.23,71,9.2,0
25.05999947,15.23,71,9.2,0
26.12000084,16.23,72,6.9,1
25.17000008,17.23,71,8.1,0
25.37000084,18.23,70,10.3,1
27.29999924,19.23,70,9.2,0
27.5,20.23,69,8.1,1
26.85000038,21.23,70,5.8,0
27.12000084,12.87,70,10.3,1
27.70999908,13.87,70,11.4,0
26.76000023,14.87,70,6.9,1
23.73999977,15.87,70,6.9,0
23.11000061,16.87,70,8.1,0
21.17000008,17.87,70,8.1,1
22.47999954,18.87,70,5.8,0
25.01000023,19.87,70,5.8,1
23.48999977,20.87,70,5.8,0
22.79000092,21.87,71,6.9,1
21.29999924,22.87,71,9.2,0
22.97999954,13.58,71,10.3,1
22.48999977,14.58,70,12.8,0
23.67000008,15.58,70,9.2,1
25.63999939,16.58,69,13.9,0
26.35000038,17.58,69,10.3,0
27.12999916,18.58,69,10.3,1
26.72999954,19.58,69,5.8,0
26.03000069,20.58,69,8.1,1
21.95000076,21.58,69,10.3,0
24.44000053,22.58,69,8.1,1
25.40999985,10.89,69,11.4,0
26.36000061,11.89,69,6.9,1
28.38999939,12.89,69,6.9,0
28.85000038,13.89,69,12.8,1
27.71999931,14.89,69,12.8,0
27.79000092,15.89,69,13.9,0
27.90999985,16.89,69,12.8,1
27.51000023,17.89,69,11.4,0
29.29000092,18.89,69,10.3,1
30.29999924,19.89,69,6.9,0
30.57999992,20.89,69,10.3,1
30.86000061,15.68,69,11.4,0
31.38999939,16.68,69,9.2,1
32.15000153,17.68,69,9.2,0
32.77999878,18.68,69,9.2,1
